fecha,id_producto,nombre_producto,categoria,id_sucursal,nombre_sucursal,proveedor,unidades_vendidas,unidades_recibidas,stock_cierre,precio_unitario,costo_unitario,importe_venta,importe_costo
2023-04-13,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,13,,217,37.58,20.0,488.54,260.0
2023-02-21,P030,Toallas Húmedas 40pz,Higiene,S01,Mérida Centro,,2,,851,55.94,27.0,111.88,54.0
2023-04-18,P011,Arroz Largo 1kg,ABARROTES,S01,Mérida Centro,Comercializadora Peninsular,53,0.0,202,31.96,18.0,1693.88,954.0
2024-03-23,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,40,0.0,38,30.94,18.0,1237.6,720.0
2024-05-26,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,18,0.0,65,27.93,14.0,502.74,252.0
2023-03-19,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,27,,302,31.15,18.0,841.05,486.0
2023-06-21,P010,Esponja Cocina Pack 3,Limpieza,S05,Playa del Carmen,Logística Maya S.A.,8,0.0,253,34.42,15.0,275.36,120.0
2023-01-28,P011,Arroz Largo 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,48,0.0,232,31.51,18.0,1512.48,864.0
2023-04-19,P022,Yogurt Natural 1kg,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,19,0.0,145,52.71,26.0,1001.49,494.0
2024-02-13,P030,Toallas Húmedas 40pz,Higiene,S02,Mérida Norte,Grupo Abasto del Sur,2,0.0,576,55.95,27.0,111.9,54.0
2024-06-06,P025,Papel Higiénico 4-pack,Higiene,S03,Cancún,Distribuidora Norte S.A.,29,192.0,237,63.1,30.0,1829.9,870.0
2023-04-17,P001,Agua Mineral 1L,Bebidas,S03,Cancún,Grupo Abasto del Sur,46,0.0,60,18.63,8.0,856.98,368.0
2023-11-16,P015,Azúcar Blanca 1kg,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,10,0.0,148,27.33,14.0,273.3,140.0
2023-03-02,P023,Crema Ácida 200g,Lácteos,S01,Mérida Centro,Grupo Abasto del Sur,4,0.0,527,31.91,16.0,127.64,64.0
2024-06-29,P017,Sopa Pasta 200g,Abarrotes,S01,Mérida Centro,Grupo Abasto del Sur,32,0.0,213,15.14,7.0,484.48,224.0
2023-07-30,P021,Queso Manchego 400g,LÁCTEOS,S02,Mérida Norte,Grupo Abasto del Sur,12,0.0,113,94.16,50.0,1129.92,600.0
2023-06-14,P029,Desodorante Spray 150ml,Higiene,S02,Mérida Norte,Comercializadora Peninsular,5,0.0,357,70.97,35.0,354.85,175.0
2023-10-15,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,6,0.0,117,84.92,42.0,509.52,252.0
2023-05-22,P004,Agua Sabor Limón 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,19,0.0,145,16.23,7.5,308.37,142.5
2024-01-28,P003,Jugo Naranja 1L,Bebidas,S04,Cancun Centro,Proveedor Central del Caribe,20,0.0,100,34.05,16.0,681.0,320.0
2023-08-27,P005,Cerveza Lata 355ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,57,197.0,197,26.94,14.0,1535.58,798.0
2023-06-15,P008,Cloro Blanqueador 1L,Limpieza,S02,Mérida Norte,Comercializadora Peninsular,1,0.0,353,28.38,12.0,28.38,12.0
2024-05-20,P008,Cloro Blanqueador 1L,Limpieza,S03,Cancún,Comercializadora Peninsular,6,0.0,938,27.59,12.0,165.54,72.0
2024-05-19,P018,Café Molido 250g,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,13,0.0,109,81.93,42.0,1065.09,546.0
2023-12-07,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,27,0.0,142,31.85,18.0,859.95,486.0
2024-02-06,P002,Refresco Cola 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,44,267.0,304,22.05,10.5,970.2,462.0
2024-05-28,P004,Agua Sabor Limón 600ml,Bebidas,S01,merida centro,Proveedor Central del Caribe,8,0.0,136,15.6,7.5,124.8,60.0
2023-07-13,P021,Queso Manchego 400g,Lácteos,S04,Cancún Centro,Distribuidora Norte S.A.,5,0.0,247,94.93,50.0,474.65,250.0
2023-08-09,P028,Jabón de Baño Pack 3,Higiene,S03,CancÚN,Comercializadora Peninsular,13,0.0,84,47.16,23.0,613.08,299.0
2023-12-17,P004,Agua Sabor Limón 600ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,17,0.0,145,15.93,7.5,270.81,127.5
2023-03-14,P010,Esponja Cocina Pack 3,Limpieza,S04,Cancún Centro,Logística Maya S.A.,6,0.0,145,34.02,15.0,204.12,90.0
2023-11-07,P004,Agua Sabor Limón 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,16,0.0,161,15.48,7.5,247.68,120.0
2024-06-11,P002,Refresco Cola 600ml,Bebidas,S04,Cancún Centro,Grupo Abasto del Sur,56,,30,22.33,10.5,1250.48,588.0
2023-09-04,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,50,0.0,120,32.08,18.0,1604.0,900.0
2023-04-25,P025,Papel Higiénico 4-pack,Higiene,S01,Mérida Centro,Grupo Abasto del Sur,26,125.0,224,62.94,30.0,1636.44,780.0
2023-01-20,P014,Sal de Mesa 1kg,Abarrotes,S03,CancÚN,Grupo Abasto del Sur,4,0.0,612,17.51,8.0,70.04,32.0
2024-04-27,P015,Azúcar Blanca 1kg,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,13,0.0,183,28.18,14.0,366.34,182.0
2023-12-01,P030,Toallas Húmedas 40pz,Higiene,S01,Mérida Centro,Distribuidora Norte S.A.,6,0.0,1144,54.67,27.0,328.02,162.0
2024-01-31,P004,Agua Sabor Limón 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,14,0.0,157,15.74,7.5,220.36,105.0
2024-06-06,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,,20,0.0,204,94.02,50.0,1880.4,1000.0
2023-05-02,P014,Sal de Mesa 1kg,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,2,0.0,292,18.35,8.0,36.7,16.0
2023-07-04,P003,Jugo Naranja 1L,Bebidas,S03,Cancún,Comercializadora Peninsular,12,0.0,69,33.75,16.0,405.0,192.0
2023-02-04,P018,Café Molido 250g,Abarrotes,S02,Mérida Norte,Distribuidora Norte S.A.,8,,88,86.54,,692.32,336.0
2024-03-06,P025,Papel Higiénico 4-pack,Higiene,S02,MERIDA NORTE,Distribuidora Norte S.A.,36,0.0,263,62.34,30.0,2244.24,1080.0
2023-03-05,P028,Jabón de Baño Pack 3,Higiene,S04,Cancún Centro,Proveedor Central del Caribe,13,0.0,71,46.66,23.0,606.58,299.0
2023-05-24,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,20,0.0,140,53.15,,1063.0,560.0
2023-05-24,P018,Café Molido 250g,Abarrote,S03,Cancún,Comercializadora Peninsular,16,0.0,71,85.81,42.0,1372.96,672.0
2024-04-16,P028,Jabón de Baño Pack 3,Higiene,S01,Mérida Centro,Comercializadora Peninsular,21,0.0,95,48.24,23.0,1013.04,483.0
2024-01-18,P014,Sal de Mesa 1kg,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,2,0.0,752,17.28,8.0,34.56,16.0
2023-06-23,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,20,0.0,189,35.31,16.0,706.2,320.0
2023-10-21,P017,Sopa Pasta 200g,Abarrotes,S03,Cancún,Comercializadora Peninsular,30,0.0,195,14.64,7.0,439.2,210.0
2024-03-25,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,11,81.0,130,21.54,10.0,236.94,110.0
2024-04-29,P011,Arroz Largo 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,53,181.0,198,32.31,18.0,1712.43,954.0
2024-05-17,P024,Mantequilla 90g,Lácteos,S01,Mérida Centro,Proveedor Central del Caribe,3,95.0,939,34.39,18.0,103.17,54.0
2023-08-07,P021,Queso Manchego 400g,Lácteos,S05,Playa del Carmen,Proveedor Central del Caribe,5,86.0,439,93.42,50.0,467.1,250.0
2023-06-08,P001,Agua Mineral 1L,Bebidas,S03,Cancún,Grupo Abasto del Sur,64,0.0,49,18.48,8.0,1182.72,512.0
2023-03-10,P014,Sal de Mesa 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,5,0.0,558,17.34,8.0,86.7,40.0
2023-10-15,P005,Cerveza Lata 355ml,Bebidas,S01,Mérida Centro,Distribuidora Norte S.A.,24,0.0,189,27.82,14.0,667.68,336.0
2023-11-06,P005,Cerveza Lata 355ml,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,26,0.0,246,28.37,14.0,737.62,364.0
2023-05-02,P005,Cerveza Lata 355ml,Bebidas,S01,Mérida Centro,Distribuidora Norte S.A.,54,0.0,17,27.17,14.0,1467.18,756.0
2023-10-22,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,10,0.0,105,38.05,20.0,380.5,200.0
2023-08-01,P017,Sopa Pasta 200g,Abarrotes,S02,Mérida Norte,Comercializadora Peninsular,28,0.0,65,15.16,7.0,424.48,196.0
2023-09-16,P027,Pasta Dental 100ml,higiene,S03,Cancún,Logística Maya S.A.,19,0.0,196,43.24,22.0,821.56,418.0
2024-03-30,P013,Aceite Vegetal 1L,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,13,0.0,249,53.57,28.0,696.41,364.0
2024-05-23,P018,Café Molido 250g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,20,0.0,244,82.44,42.0,1648.8,840.0
2024-03-02,P006,Detergente Líquido 1L,Limpieza,S04,Cancún Centro,Logística Maya S.A.,12,0.0,137,72.64,35.0,871.68,420.0
2023-02-07,P009,Suavizante Ropa 1L,Limpieza,S04,Cancún Centro,Comercializadora Peninsular,4,0.0,730,64.78,30.0,259.12,120.0
2023-04-28,P010,Esponja Cocina Pack 3,Limpieza,S03,Cancún,Proveedor Central del Caribe,18,0.0,189,35.12,15.0,632.16,270.0
2023-07-07,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,0,0.0,0,61.49,30.0,0.0,0.0
2023-05-11,P015,Azúcar Blanca 1kg,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,16,0.0,223,27.2,14.0,435.2,224.0
2024-02-24,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,24,0.0,156,60.56,30.0,1453.44,720.0
2023-03-18,P022,Yogurt Natural 1kg,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,6,0.0,99,51.33,26.0,307.98,156.0
2024-02-29,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,41,0.0,278,61.11,30.0,2505.51,1230.0
2023-07-24,P021,Queso Manchego 400g,LÁCTEOS,S03,Cancún,Distribuidora Norte S.A.,17,0.0,374,91.63,50.0,1557.71,850.0
2023-06-11,P028,Jabón de Baño Pack 3,Higiene,S02,Mérida Norte,Logística Maya S.A.,15,0.0,195,46.18,23.0,692.7,345.0
2023-04-12,P025,Papel Higiénico 4-pack,Higiene,S03,Cancún,Distribuidora Norte S.A.,30,0.0,129,62.15,30.0,1864.5,900.0
2023-07-31,P001,Agua Mineral 1L,Bebidas,S01,Mérida Centro,Grupo Abasto del Sur,44,0.0,69,18.87,8.0,830.28,352.0
2023-10-20,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,25,282.0,337,27.52,14.0,688.0,350.0
2023-10-11,P020,Leche Entera 1L,Lácteos,S02,Mérida Norte,Comercializadora Peninsular,53,191.0,191,25.75,14.0,1364.75,742.0
2023-12-30,P002,Refresco Cola 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,36,0.0,15,21.36,10.5,768.96,378.0
2023-10-20,P024,Mantequilla 90g,Lácteos,S03,Cancún,Grupo Abasto del Sur,2,0.0,805,34.6,18.0,69.2,36.0
2024-01-09,P027,Pasta Dental 100ml,Higiene,S01,Mérida Centro,Proveedor Central del Caribe,17,0.0,106,44.91,,763.47,374.0
2023-05-11,P012,Frijol Negro 1kg,Abarrotes,S03,cancun,Proveedor Central del Caribe,18,0.0,154,38.72,20.0,696.96,360.0
2024-04-01,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,0,164.0,164,25.71,14.0,0.0,0.0
2023-02-07,P026,Shampoo 400ml,higiene,S05,Playa del Carmen,Distribuidora Norte S.A.,11,88.0,203,76.85,38.0,845.35,418.0
2023-09-19,P024,Mantequilla 90g,Lácteos,S01,Mérida Centro,Proveedor Central del Caribe,3,0.0,808,33.9,18.0,101.7,54.0
2023-03-30,P025,Papel Higiénico 4-pack,Higiene,S03,Cancún,Distribuidora Norte S.A.,43,0.0,126,61.72,30.0,2653.96,1290.0
2023-11-18,P019,Harina de Trigo 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,11,0.0,71,21.94,10.0,241.34,110.0
2024-02-07,P019,Harina de Trigo 1kg,Abarrotes,S05,Playa del Carmen,,7,0.0,223,21.14,10.0,147.98,70.0
2023-11-20,P023,Crema Ácida 200g,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,4,0.0,1398,31.35,16.0,125.4,64.0
2024-03-15,P016,Atún Lata 140g,ABARROTES,S03,Cancún,Distribuidora Norte S.A.,58,0.0,191,23.59,11.0,1368.22,638.0
2023-09-13,P013,Aceite Vegetal 1L,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,11,0.0,304,53.02,28.0,583.22,308.0
2023-11-24,P024,Mantequilla 90g,Lacteos,S02,Mérida Norte,Distribuidora Norte S.A.,2,0.0,618,34.38,18.0,68.76,36.0
2023-03-01,P001,Agua Mineral 1L,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,39,0.0,196,18.85,8.0,735.15,312.0
2023-01-15,P002,Refresco Cola 600ml,Bebidas,S04,Cancún Centro,Grupo Abasto del Sur,38,0.0,156,21.26,10.5,807.88,399.0
2023-03-18,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,46,0.0,281,25.06,14.0,1152.76,644.0
2023-11-13,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,45,0.0,116,25.75,14.0,1158.75,630.0
2023-12-19,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,72,0.0,198,25.1,14.0,1807.2,1008.0
2024-01-30,P013,Aceite Vegetal 1L,Abarrotes,S01,Merida Centro,Logística Maya S.A.,9,0.0,92,53.92,28.0,485.28,252.0
2023-08,P007,Jabón Multiusos 500ml,Limpieza,S02,merida norte,Logística Maya S.A.,13,,103,42.71,19.0,555.23,247.0
2023-05-04,P025,Papel Higiénico 4-pack,Higiene,S03,Cancún,Distribuidora Norte S.A.,27,0.0,212,62.48,30.0,1686.96,810.0
2023-11-09,P024,Mantequilla 90g,Lácteos,S01,Mérida Centro,Proveedor Central del Caribe,3,0.0,745,35.4,,106.2,54.0
2024-05-21,P015,Azúcar Blanca 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,13,0.0,157,28.43,14.0,369.59,182.0
2024-03-11,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,34,128.0,293,25.8,14.0,877.2,476.0
2023-07-13,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,15,140.0,186,53.86,28.0,807.9,420.0
2024-05-24,P015,Azúcar Blanca 1kg,abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,16,0.0,81,27.53,14.0,440.48,224.0
2023-02-17,P029,Desodorante Spray 150ml,Higiene,S03,Cancún,Proveedor Central del Caribe,1,0.0,599,69.91,35.0,69.91,35.0
2023-06-27,P012,Frijol Negro 1kg,Abarrotes,S01,Mérida Centro,Logística Maya S.A.,11,0.0,174,38.45,20.0,422.95,220.0
2023-09-11,P012,Frijol Negro 1kg,Abarrotes,S04,Cancun Centro,Distribuidora Norte S.A.,16,0.0,182,38.56,20.0,616.96,320.0
2023-03-24,P030,Toallas Húmedas 40pz,Higiene,S05,Playa del Carmen,Grupo Abasto del Sur,6,0.0,641,55.68,27.0,334.08,162.0
2024-06-22,P027,Pasta Dental 100ml,Higiene,S02,Mérida Norte,Logística Maya S.A.,13,0.0,361,44.69,22.0,580.97,286.0
2023-12-15,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,12,0.0,201,38.39,20.0,460.68,240.0
2023-05-29,P004,Agua Sabor Limón 600ml,Bebidas,S05,Playa del Carmen,Comercializadora Peninsular,17,89.0,112,16.17,7.5,274.89,127.5
2023-07-16,P002,Refresco Cola 600ml,Bebidas,S04,Cancún Centro,Grupo Abasto del Sur,35,0.0,146,21.27,10.5,744.45,367.5
2023-09-09,P022,Yogurt Natural 1kg,Lácteos,S03,Cancún,Distribuidora Norte S.A.,12,0.0,231,50.27,26.0,603.24,312.0
2023-01-31,P007,Jabón Multiusos 500ml,Limpieza,S04,Cancún Centro,,20,0.0,248,41.85,19.0,837.0,380.0
2024-01-06,P026,Shampoo 400ml,Higiene,S03,Cancún,Proveedor Central del Caribe,13,0.0,176,75.7,38.0,984.1,494.0
2023-03-02,P028,Jabón de Baño Pack 3,Higiene,S04,Cancún Centro,Proveedor Central del Caribe,6,0.0,105,48.31,23.0,289.86,138.0
2023-10-02,P010,Esponja Cocina Pack 3,Limpieza,S05,Playa Del Carmen,Logística Maya S.A.,8,0.0,202,34.72,15.0,277.76,120.0
2023-12-17,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,Comercializadora Peninsular,3,113.0,1127,72.12,35.0,216.36,105.0
2024-01-18,P005,Cerveza Lata 355ml,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,63,0.0,153,27.79,14.0,1750.77,882.0
2023-06-12,P019,Harina de Trigo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,18,0.0,127,22.27,10.0,400.86,180.0
2023-06-26,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,37,125.0,407,25.46,14.0,942.02,518.0
2023-03-16,P024,Mantequilla 90g,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,6,0.0,578,35.5,18.0,213.0,108.0
2024-04-06,P009,Suavizante Ropa 1L,Limpieza,S02,Mérida Norte,Logística Maya S.A.,4,0.0,1016,62.76,30.0,251.04,120.0
2023-12-12,P016,Atún Lata 140g,ABARROTES,S01,Mérida Centro,Comercializadora Peninsular,39,0.0,75,24.04,11.0,937.56,429.0
2023-09-28,P016,Atún Lata 140g,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,28,0.0,121,23.19,11.0,649.32,308.0
2023-08-18,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,18,0.0,362,22.36,10.0,402.48,180.0
2024-05-17,P019,Harina de Trigo 1kg,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,15,0.0,67,22.04,10.0,330.6,150.0
2023-10-29,P009,Suavizante Ropa 1L,Limpieza,S02,Mérida Norte,Logística Maya S.A.,3,,1002,64.86,30.0,194.58,90.0
2023-03-11,P002,Refresco Cola 600ml,Bebidas,S04,Cancún Centro,Grupo Abasto del Sur,27,0.0,93,22.26,10.5,601.02,283.5
2023-05-02,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,11,0.0,166,74.48,35.0,819.28,385.0
2023-08-15,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,Logística Maya S.A.,75,0.0,175,21.12,10.5,1584.0,787.5
2024-05-23,P011,Arroz Largo 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,35,0.0,141,30.91,18.0,1081.85,630.0
2024-02-22,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,,15,0.0,137,73.6,35.0,1104.0,525.0
2024-04-26,P024,Mantequilla 90g,Lacteos,S01,Mérida Centro,Proveedor Central del Caribe,5,0.0,708,34.46,18.0,172.3,90.0
2024-01-21,P010,Esponja Cocina Pack 3,Limpieza,S04,Cancun Centro,Logística Maya S.A.,26,0.0,45,34.06,15.0,885.56,390.0
2023-01-12,P005,Cerveza Lata 355ml,Bebidas,S01,Mérida Centro,Distribuidora Norte S.A.,27,277.0,277,28.14,14.0,759.78,378.0
2024-04-14,P028,Jabón de Baño Pack 3,Higiene,S01,Mérida Centro,Comercializadora Peninsular,21,0.0,116,46.15,23.0,969.15,483.0
2023-12-05,P015,Azúcar Blanca 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,25,,60,28.2,14.0,705.0,350.0
2023-03-23,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,15,0.0,65,38.59,20.0,578.85,300.0
2023-10-21,P015,Azúcar Blanca 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,17,0.0,168,27.15,14.0,461.55,238.0
2023-05-04,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,44,0.0,135,26.39,14.0,1161.16,616.0
2023-07-23,P013,Aceite Vegetal 1L,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,6,0.0,125,53.94,28.0,323.64,168.0
2024-06-06,P008,Cloro Blanqueador 1L,Limpieza,S01,Merida Centro,Grupo Abasto del Sur,3,0.0,1068,28.04,12.0,84.12,36.0
2023-03-26,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,18,0.0,174,27.73,14.0,499.14,252.0
2023-10-03,P016,Atún Lata 140g,Abarrote,S01,merida centro,Comercializadora Peninsular,26,78.0,231,23.21,11.0,603.46,286.0
2024-01-02,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,Logística Maya S.A.,44,0.0,145,21.96,10.5,966.24,462.0
2023-06-18,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,7,0.0,209,35.32,16.0,247.24,112.0
2023-11-18,P025,Papel Higiénico 4-pack,Higiene,S03,Cancún,Distribuidora Norte S.A.,37,0.0,42,63.0,30.0,2331.0,1110.0
2023-03-30,P022,Yogurt Natural 1kg,Lácteos,S01,Mérida Centro,Grupo Abasto del Sur,9,0.0,96,51.34,26.0,462.06,234.0
2023-10-03,P006,Detergente Líquido 1L,Limpieza,S05,Playa del Carmen,Distribuidora Norte S.A.,14,0.0,141,75.94,35.0,1063.16,490.0
2023-06-17,P021,Queso Manchego 400g,Lácteos,S04,Cancún Centro,Distribuidora Norte S.A.,15,0.0,227,93.74,50.0,1406.1,750.0
2024-02-29,P016,Atún Lata 140g,Abarrotes,S01,Mérida Centro,,26,268.0,315,23.13,11.0,601.38,286.0
2023-10-17,P002,Refresco Cola 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,52,0.0,85,21.88,10.5,1137.76,546.0
2024-01-02,P025,Papel Higiénico 4-pack,Higiene,S04,Cancún Centro,Distribuidora Norte S.A.,54,168.0,195,59.86,30.0,3232.44,1620.0
2023-03-05,P025,Papel Higiénico 4-pack,Higiene,S01,Mérida Centro,Grupo Abasto del Sur,46,0.0,248,60.85,30.0,2799.1,1380.0
2024-01-29,P018,Café Molido 250g,Abarrotes,S03,Cancún,Comercializadora Peninsular,14,0.0,68,82.18,42.0,1150.52,588.0
2024-03-26,P026,Shampoo 400ml,Higiene,S03,Cancún,Proveedor Central del Caribe,21,115.0,332,76.8,38.0,1612.8,798.0
2023-02-28,P019,Harina de Trigo 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,9,0.0,116,21.38,10.0,192.42,90.0
2024-04-23,P020,Leche Entera 1L,Lácteos,S04,Cancún Centro,Grupo Abasto del Sur,29,190.0,222,26.31,14.0,762.99,406.0
2024-05-16,P010,Esponja Cocina Pack 3,Limpieza,S04,Cancún Centro,Logística Maya S.A.,10,0.0,180,34.0,15.0,340.0,150.0
2024-05-05,P002,Refresco Cola 600ml,Bebidas,S02,Mérida Norte,Logística Maya S.A.,25,0.0,114,22.08,10.5,552.0,262.5
2024-06-27,P015,Azúcar Blanca 1kg,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,17,0.0,243,27.75,14.0,471.75,238.0
2023-03-01,P004,Agua Sabor Limón 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,14,0.0,353,15.45,7.5,216.3,105.0
2024-01-31,P017,Sopa Pasta 200g,Abarrotes,S02,Mérida Norte,Comercializadora Peninsular,37,0.0,131,14.43,7.0,533.91,259.0
2024-05-07,P028,Jabón de Baño Pack 3,Higiene,S02,Mérida Norte,Logística Maya S.A.,12,0.0,62,48.52,23.0,582.24,276.0
2023-03-26,P030,Toallas Húmedas 40pz,HIGIENE,S01,Mérida Centro,Distribuidora Norte S.A.,1,0.0,798,54.45,27.0,54.45,27.0
2023-07-04,P020,Leche Entera 1L,Lácteos,S04,Cancún Centro,Grupo Abasto del Sur,36,0.0,214,26.02,14.0,936.72,504.0
2023-09-11,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,26,288.0,329,31.98,18.0,831.48,468.0
2024-01-14,P029,Desodorante Spray 150ml,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,6,0.0,1029,72.72,35.0,436.32,210.0
2023-09-25,P007,Jabón Multiusos 500ml,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,17,0.0,42,41.97,19.0,713.49,323.0
2024-06-30,P001,Agua Mineral 1L,Bebidas,S05,Playa del Carmen,Proveedor Central del Caribe,38,0.0,226,18.1,8.0,687.8,304.0
2023-05-17,P027,Pasta Dental 100ml,Higiene,S03,Cancún,Logística Maya S.A.,15,0.0,182,45.05,22.0,675.75,330.0
2023-10-29,P022,Yogurt Natural 1kg,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,13,0.0,149,52.94,26.0,688.22,338.0
2023-04-12,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,18,0.0,280,31.58,18.0,568.44,324.0
2023-06-30,P020,Leche Entera 1L,Lácteos,S02,Mérida Norte,Comercializadora Peninsular,59,0.0,269,26.08,14.0,1538.72,826.0
2023-03-13,P003,Jugo Naranja 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,6,0.0,109,34.74,16.0,208.44,96.0
2024-05-09,P015,Azúcar Blanca 1kg,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,13,99.0,150,27.2,14.0,353.6,182.0
2023-11-24,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,12,91.0,183,37.55,20.0,450.6,240.0
2024-05-13,P027,Pasta Dental 100ml,Higiene,S02,Mérida Norte,Logística Maya S.A.,12,0.0,402,43.21,22.0,518.52,264.0
2023-03-29,P021,Queso Manchego 400g,Lácteos,S04,Cancún Centro,,10,0.0,68,94.92,50.0,949.2,500.0
2023-08-15,P016,Atún Lata 140g,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,28,0.0,172,23.16,11.0,648.48,308.0
2023-01-05,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,14,0.0,187,36.76,20.0,514.64,280.0
