fecha,campana_id,canal,tipo_campana,objetivo,audiencia,impresiones,clics,ctr,cpc_mxn,gasto_mxn,conversiones,valor_conv_mxn,roas,dia_semana
2024-08-13,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,22393,149,0.00665,3.09,461.04,1,579.78,1.26,Tuesday
2024-09-03,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,19976,232,0.01161,2.93,679.4,2,930.98,1.37,Tuesday
2024-12-19,GG-SRC-001,Google,Search,,,562,24,,19.63,475.5,0,0.0,0.0,Thursday
2024-10-06,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,10708,142,0.01326,4.66,662.75,1,529.89,0.8,Sunday
2024-08-18,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,15245,95,0.00623,4.95,474.61,0,0.0,0.0,Sunday
2024/08/17,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1795,64,0.03565,10.96,706.02,2,1681.5,2.38,Saturday
2024-04-16,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",5358,204,0.03807,5.51,1127.06,7,3597.81,3.19,Tuesday
2024-04-24,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1473,103,0.0699,13.7,1411.87,7,4142.68,2.93,Wednesday
2024-12-20,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3061,57,0.01862,6.74,385.68,0,0.0,0.0,Friday
2024-07-30,FB-CON-001,FACEBOOK,Consideracion,Trafico,Retargeting visitantes 30 días,3642,72,0.01977,7.86,572.72,1,513.72,0.9,Tuesday
2024-01-02,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3908,203,0.05193,7.62,1550.13,8,4361.34,2.81,Tuesday
2024-08-05,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8252,119,0.01442,4.85,580.74,0,0.0,0.0,Monday
2024-03-10,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,5128,114,0.02223,5.81,666.1,2,1009.84,1.52,Sunday
2024-09-22,FB-AWA-001,facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,9525,167,0.01753,4.83,810.99,0,0.0,0.0,Sunday
2024-08-04,FB-CVR-002,Facebook,Conversion,Compras,,1378,59,0.0428,12.81,757.83,2,1378.74,1.82,Sunday
2024-12-03,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,8835,67,0.00758,3.54,240.46,0,0.0,0.0,Tuesday
2024-02-29,GG-SRC-003,Google,Search,,,503,46,,13.72,639.68,2,792.51,1.24,Thursday
2024-09-28,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4056,108,0.02663,5.79,628.71,1,952.06,1.51,Saturday
2024-02-18,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,17145,165,0.00962,3.07,508.33,1,704.45,1.39,Sunday
2024-03-27,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,18615,180,0.00967,2.91,524.83,2,1087.55,2.07,Wednesday
2024-11-29,GG-SRC-001,G Ads,Search,Clics,Intención: cursos de yoga online MX,840,61,0.07259,14.77,909.27,2,928.31,1.02,Friday
2024-05-24,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6830,204,0.02987,5.34,1090.48,3,1889.1,1.73,Friday
2024-08-15,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11581,141,0.01217,4.01,568.19,0,0.0,0.0,Thursday
2024-05-24,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,257,40,0.15522,19.04,773.27,2,1580.78,2.04,Friday
2024-11-02,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,401,27,0.06717,17.7,480.6,1,494.0,1.03,Saturday
2024-07-09,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2145,57,0.02657,11.03,629.34,1,782.49,1.24,Tuesday
2024-04-10,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,13084,172,0.01314,3.72,641.29,2,1137.94,1.77,Wednesday
2024-10-17,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,21060,199,0.00945,3.0,599.89,2,1087.31,1.81,Thursday
2024-05-18,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4528,144,0.0318,5.25,758.17,2,1668.16,2.2,Saturday
2024-05-07,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,350,35,0.09986,17.11,598.89,1,669.86,1.12,Tuesday
2024-02-13,GG-DSP-002,Google,Display,Impresiones,,17847,246,0.01378,2.77,681.58,1,815.37,1.2,Tuesday
2024-04-19,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,19940,254,0.01274,3.17,806.35,3,2203.87,2.73,Friday
2024-11-08,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16755,140,0.00836,3.51,494.25,1,667.09,1.35,Friday
2024-07-06,GG-SRC-003,google,Search,Clics,Intención: como perder peso en casa,359,18,0.05012,18.43,342.82,0,0.0,0.0,Saturday
2024-12-24,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1394,39,0.02796,13.29,527.93,1,607.34,1.15,Tuesday
2024-09-22,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1244,66,0.05303,13.66,904.35,1,625.4,0.69,Sunday
2024-07-15,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3844,68,0.01769,8.04,549.7,0,0.0,0.0,Monday
2024-10-17,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1739,65,0.03737,15.49,1016.62,3,2253.92,2.22,Thursday
2024-03-04,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,10043,147,0.01464,4.57,675.74,0,0.0,0.0,Monday
2024-12-01,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2001,44,0.02199,11.77,521.34,1,628.84,1.21,Sunday
2024-06-27,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6510,149,0.02289,5.86,878.28,1,936.78,1.07,Thursday
2024-07-01,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,24298,140,0.00576,2.87,402.8,0,0.0,0.0,Monday
2024-08-07,GG-SRC-003,Google,Search,,,483,30,,18.88,571.48,1,740.05,1.29,Wednesday
2024-11-08,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,713,41,0.05748,22.4,921.89,1,516.21,0.56,Friday
2024-05-14,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2225,166,0.0746,9.97,1655.33,13,10247.14,6.19,Tuesday
2024-05-17,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,421,54,0.12807,15.85,864.16,2,670.99,0.78,Friday
2024-11-28,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,13717,126,0.00919,3.37,425.07,1,507.3,1.19,Thursday
2024-06-26,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,19920,204,0.01024,3.92,803.76,1,688.79,0.86,Wednesday
2024-05-08,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16661,237,0.01422,3.11,738.76,2,1931.65,2.61,Wednesday
2024-12-17,FB-CON-001,FB,Consideracion,Trafico,Retargeting visitantes 30 días,5523,92,0.01666,6.0,551.97,0,0.0,0.0,Tuesday
2024-11-10,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3694,94,0.02544,6.36,600.5,1,829.34,1.38,Sunday
2024-09-11,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,26142,195,0.00746,3.19,621.26,2,1288.38,2.07,Wednesday
2024-07-13,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,5148,88,0.01709,6.55,577.64,1,545.2,0.94,Saturday
2024-07-21,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,7987,70,0.00876,5.43,382.0,0,0.0,0.0,Sunday
2024-05-19,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,685,63,0.09194,18.12,1152.18,4,3430.61,2.98,Sunday
2024-08-16,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,621,36,0.05793,17.26,635.78,1,671.41,1.06,Friday
2024-09-05,GG-YTB-001,G Ads,YouTube,Vistas,"Canal: wellness, yoga, fitness",5741,129,0.02247,5.79,750.95,1,339.36,0.45,Thursday
2024-12-26,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20239,113,0.00558,3.08,350.31,0,0.0,0.0,Thursday
2024-08-11,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4221,93,0.02203,5.85,545.95,0,0.0,0.0,Sunday
2024-05-13,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",7420,192,0.02587,5.18,995.02,3,1929.89,1.94,Monday
2024-08-22,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,671,34,0.05064,19.28,669.13,0,0.0,0.0,Thursday
2024-11-22,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3865,128,0.03311,6.08,783.13,2,1327.69,1.7,Friday
2024-09-18,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1256,82,0.06525,11.65,962.01,4,2565.89,2.67,Wednesday
2024-06-14,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,12378,264,0.02133,3.68,972.83,1,783.27,0.81,Friday
2024-07-24,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3665,82,0.02237,7.44,615.14,1,977.89,1.59,Wednesday
2024-03-14,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,12380,157,0.01268,3.37,530.73,1,611.49,1.15,Thursday
2024-04-30,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1966,106,0.05392,12.05,1278.66,4,2614.52,2.04,Tuesday
2024-09-02,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3784,156,0.04122,7.2,1123.49,4,1809.64,1.61,Monday
2024-01-14,GG-YTB-001,google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4018,136,0.03384,6.67,912.72,2,1889.05,2.07,Sunday
2024-04-26,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,13723,223,0.01625,2.87,640.87,2,982.05,1.53,Friday
2024-12-24,FB-CON-001,FACEBOOK,Consideracion,Trafico,Retargeting visitantes 30 días,4198,77,0.01834,5.92,458.15,0,0.0,0.0,Tuesday
2024-09-01,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2159,98,0.04539,10.74,1055.0,8,8335.13,7.9,Sunday
2024-01-04,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,14240,280,0.01966,3.57,998.95,4,2395.07,2.4,Thursday
2024-04-19,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,586,51,0.08688,23.59,1209.31,4,1844.66,1.53,Friday
2024-05-04,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1717,125,0.07277,9.9,1238.48,11,8356.81,6.75,Saturday
2024-03-20,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1766,98,0.05548,12.47,1230.24,5,3932.23,3.2,Wednesday
2024-11-26,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1908,72,0.03772,13.35,962.2,3,2770.66,2.88,Tuesday
17/06/2024,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,626,60,0.09577,15.93,958.59,2,1674.51,1.75,Monday
2024-11-25,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1322,68,0.05143,10.76,739.24,2,1350.81,1.83,Monday
2024-08-25,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4407,70,0.01588,5.22,369.59,0,0.0,0.0,Sunday
2024-05-09,GG-DSP-001,Google,Display,,,12898,196,,2.85,560.1,2,1219.44,2.18,Thursday
2024-07-31,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10466,93,0.00889,4.53,422.69,0,0.0,0.0,Wednesday
2024-02-02,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,438,38,0.08664,16.73,647.36,2,1306.93,2.02,Friday
2024-01-06,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11473,268,0.02336,4.18,1120.49,2,1174.77,1.05,Saturday
2024-03-20,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2083,89,0.04273,10.61,954.99,6,4819.22,5.05,Wednesday
2024-04-26,FB-AWA-001,FACEBOOK,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11196,177,0.01581,5.29,939.28,1,350.96,0.37,Friday
2024-08-13,GG-SRC-002,Google,Search,,,518,37,,14.71,551.05,1,1144.11,2.08,Tuesday
2024-01-03,FB-CVR-002,FACEBOOK,Conversion,Compras,Lookalike 3% suscriptores activos,1786,144,0.08062,10.47,1508.21,14,7008.31,4.65,Wednesday
2024-03-02,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15649,159,0.01016,3.28,521.69,1,720.85,1.38,Saturday
2024-04-19,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2824,144,0.05098,11.03,1595.95,12,2510.41,1.57,Friday
2024-05-12,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3702,134,0.03619,5.8,777.6,5,2775.73,3.57,Sunday
2024-01-13,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1704,102,0.05986,14.52,1481.54,11,9422.9,6.36,Saturday
2024-05-14,FB-AWA-001,facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,16439,234,0.01423,4.68,1096.47,1,513.74,0.47,Tuesday
2024-07-13,FB-CVR-001,Facebook,Conversion,,,1508,47,,13.7,657.02,2,724.29,1.1,Saturday
2024-08-29,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,17213,126,0.00732,3.49,443.14,0,0.0,0.0,Thursday
2024-04-30,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5351,120,0.02242,6.69,808.29,1,634.28,0.78,Tuesday
2024-12-20,GG-DSP-001,Google,Display,,,19856,111,,2.99,333.24,0,0.0,0.0,Friday
2024-06-30,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1994,85,0.04262,13.83,1188.46,3,2982.2,2.51,Sunday
2024-08-03,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1489,51,0.03424,11.99,614.47,1,414.18,0.67,Saturday
2024-03-30,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,818,58,0.07088,14.51,846.54,2,1538.17,1.82,Saturday
2024-06-10,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2415,118,0.04885,13.55,1609.67,7,4402.5,2.74,Monday
2024-07-13,GG-DSP-002,Google,Display,Impresiones,,15259,97,,3.25,317.64,0,0.0,0.0,Saturday
2024-10-02,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1757,72,0.04098,13.03,941.05,4,2154.06,2.29,Wednesday
2024-04-04,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,19335,203,0.0105,3.62,736.08,2,1364.48,1.85,Thursday
2024-02-06,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,13660,182,0.01332,4.16,758.38,1,804.88,1.06,Tuesday
05-11-2024,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,12447,202,0.01623,4.17,844.08,1,477.88,0.57,Saturday
2024-01-05,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,14918,312,0.02091,2.65,827.08,4,2684.98,3.25,Friday
2024-07-16,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3890,74,0.01902,6.89,512.66,1,669.94,1.31,Tuesday
2024-12-23,GG-SRC-002,Google,Search,,,420,23,,17.77,416.43,0,0.0,0.0,Monday
2024-09-08,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3325,113,0.03398,7.91,901.28,3,1944.34,2.16,Sunday
2024-08-15,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4576,113,0.02469,6.54,742.88,2,1675.96,2.26,Thursday
2024/01/17,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3398,192,0.05649,7.67,1477.0,8,6996.81,4.74,Wednesday
2024-10-03,GG-DSP-002,google,Display,Impresiones,Remarketing sitio web 7 días,21801,206,0.00945,3.15,648.48,0,0.0,0.0,Thursday
2024-08-26,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,1262,71,0.05624,11.94,848.97,2,1018.36,1.2,Monday
2024-02-16,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3115,125,0.04012,7.55,951.08,2,1317.85,1.39,Friday
2024-08-26,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4272,112,0.02621,6.78,763.19,2,1998.18,2.62,Monday
2024-09-30,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,11637,158,0.01358,3.85,611.16,0,0.0,0.0,Monday
2024-01-28,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2428,160,0.06588,10.82,1731.54,15,9335.17,5.39,Sunday
2024-05-15,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,768,94,0.12232,16.22,1538.73,6,5331.15,3.46,Wednesday
2024-10-06,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,7002,113,0.01614,4.39,498.78,0,0.0,0.0,Sunday
2024-05-24,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,15661,207,0.01322,3.52,732.3,2,1139.8,1.56,Friday
2024-12-05,GG-DSP-001,GOOGLE,Display,Impresiones,Afinidad: bienestar y fitness,13896,68,0.00489,3.87,263.52,0,0.0,0.0,Thursday
2024-03-30,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,329,29,0.08801,19.58,578.52,1,627.0,1.08,Saturday
2024-10-04,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",7462,145,0.01943,4.49,653.36,2,856.89,1.31,Friday
2024-01-08,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4133,233,0.05637,5.72,1337.93,12,10099.91,7.55,Monday
2024-11-01,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2128,95,0.04463,11.54,1102.96,5,2957.52,2.68,Friday
2024-03-30,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,6138,104,0.01694,4.56,476.6,0,0.0,0.0,Saturday
2024-11-23,FB-AWA-001,FB,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,15752,161,0.01022,3.85,621.98,1,822.67,1.32,Saturday
2024-03-07,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,13389,189,0.01412,4.37,826.52,1,718.5,0.87,Thursday
2024-01-21,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,12061,220,0.01824,3.14,692.75,3,1865.63,2.69,Sunday
2024-03-15,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1451,87,0.05993,11.84,1041.46,5,4253.24,4.08,Friday
2024-05-02,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,469,41,0.08726,23.14,963.39,2,1281.17,1.33,Thursday
2024-03-29,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,708,58,0.08189,18.68,1101.08,2,1868.14,1.7,Friday
2024-12-20,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1735,57,0.03284,11.8,680.83,1,663.27,0.97,Friday
2024-01-03,GG-SRC-003,Google Ads,Search,Clics,Intención: como perder peso en casa,647,72,0.11117,15.57,1132.09,6,4189.56,3.7,Wednesday
2024-05-24,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4647,202,0.04347,5.96,1209.35,5,1701.18,1.41,Friday
2024-02-21,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,10242,170,0.0166,4.05,690.8,1,560.7,0.81,Wednesday
2024-10-21,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15010,174,0.01159,3.0,524.45,1,879.9,1.68,Monday
2024-01-21,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,583,75,0.12843,16.83,1264.3,5,3517.12,2.78,Sunday
2024-01-01,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,770,87,0.11293,19.33,1698.63,6,3615.6,2.13,Monday
2024-04-18,FB-CVR-002,facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1512,107,0.07074,11.18,1203.99,7,5637.23,4.68,Thursday
2024-02-10,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1711,74,0.04323,13.07,975.25,4,2177.91,2.23,Saturday
2024-10-20,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8759,117,0.01336,4.87,570.82,0,0.0,0.0,Sunday
2024-01-03,GG-YTB-001,G Ads,YouTube,Vistas,"Canal: wellness, yoga, fitness",3927,166,0.04226,6.26,1042.42,2,1613.1,1.55,Wednesday
2024-09-14,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,10275,177,0.01722,3.98,705.34,1,617.32,0.88,Saturday
2024-03-27,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,455,39,0.08557,20.27,798.82,2,958.55,1.2,Wednesday
2024-05-26,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",2638,132,0.05002,5.41,717.13,3,1930.05,2.69,Sunday
2024-03-21,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,367,35,0.09527,19.43,689.8,1,712.95,1.03,Thursday
2024-03-01,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,19757,198,0.01002,2.81,556.72,2,986.47,1.77,Friday
2024-09-08,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1337,62,0.04635,11.59,726.43,3,2207.66,3.04,Sunday
2024-07-09,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2854,65,0.02277,12.56,823.99,2,1568.6,1.9,Tuesday
2024-09-13,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,468,32,0.06829,19.74,632.82,2,976.29,1.54,Friday
2024-04-29,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1888,107,0.05666,13.28,1427.25,6,3704.8,2.6,Monday
2024-05-03,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1732,103,0.05945,12.72,1321.29,6,5465.22,4.14,Friday
2024-11-24,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,473,28,0.05915,16.73,476.97,1,674.89,1.41,Sunday
2024-10-28,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10150,125,0.01231,4.44,556.95,0,0.0,0.0,Monday
2024-05-02,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,499,66,0.1322,17.89,1181.1,3,1338.6,1.13,Thursday
2024-01-14,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16934,275,0.01624,3.27,901.95,3,2291.4,2.54,Sunday
2024-09-13,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20668,233,0.01127,2.69,628.44,1,652.57,1.04,Friday
2024-12-10,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1407,33,0.02345,14.25,481.38,1,561.24,1.17,Tuesday
2024-01-21,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3094,151,0.04879,7.51,1138.13,6,4046.66,3.56,Sunday
2024-09-19,FB-CVR-002,Facebook,Conversion,Compras,,1441,90,0.06244,13.66,1232.69,6,2798.75,2.27,Thursday
2024-11-15,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,8987,142,0.0158,3.89,554.74,0,0.0,0.0,Friday
2024-03-04,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,18821,170,0.00903,3.86,656.42,1,720.65,1.1,Monday
2024-05-25,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,8601,185,0.02151,4.58,848.34,1,817.6,0.96,Saturday
2024-10-24,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6323,142,0.02245,5.24,745.35,1,830.75,1.11,Thursday
2024-12-10,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,15910,122,0.00767,2.94,359.62,0,0.0,0.0,Tuesday
2024-05-06,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,1140,83,0.0728,18.05,1510.51,8,5184.34,3.43,Monday
2024-09-09,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,12599,207,0.01643,4.52,937.68,1,815.24,0.87,Monday
2024-10-26,FB-CON-002,Facebook,Consideracion,Trafico,,4807,114,0.02371,6.97,795.34,2,1627.85,2.05,Saturday
2024-03-18,FB-CVR-001,Facebook,Conversion,,,2504,114,,10.04,1154.54,5,1607.29,1.39,Monday
2024-06-07,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15571,184,0.01182,3.46,638.45,2,1605.17,2.51,Friday
2024-09-22,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,461,33,0.07147,21.75,734.42,1,450.26,0.61,Sunday
2024-09-03,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4571,169,0.03697,5.76,974.38,3,2504.91,2.57,Tuesday
2024-10-07,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,423,35,0.08271,19.89,707.08,1,493.24,0.7,Monday
2024-05-18,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1674,117,0.06988,11.75,1379.61,11,6810.92,4.94,Saturday
2024-11-22,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11425,154,0.01348,4.74,732.88,0,0.0,0.0,Friday
2024-05-13,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3351,166,0.04952,7.2,1198.31,3,2142.54,1.79,Monday
2024-01-11,FB-CVR-001,Facebook,Conversion,Compras,,3086,171,0.0554,10.55,1812.87,10,5928.79,3.27,Thursday
2024-06-29,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,22784,237,0.0104,2.69,637.23,2,1485.02,2.33,Saturday
